tokens,labels
"['It', 'was', ""America's"", 'proposal', 'to', 'stop', 'strikes', 'on', 'energy', 'infrastructure', 'during', 'diplomatic', 'efforts', 'and', 'the', 'cold', 'winter', 'period', '.', '""']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Zelenskiy', 'said', 'Ukraine', 'had', 'been', 'expected', 'to', 'make', 'concessions', ',', 'but', 'it', 'was', 'also', 'up', 'to', 'Russia', 'to', 'make', 'concessions', ',', 'mainly', '""', 'to', 'stop', 'the', 'aggression', '.', '""']","['B-PERSON', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['And', 'if', 'the', 'United', 'States', 'and', 'Europe', 'did', 'not', 'have', 'the', 'power', 'to', 'stop', 'Russian', 'strikes', ',', 'he', 'asked', ',', '""', 'then', 'who', 'will', 'believe', 'there', 'is', 'the', 'power', 'to', 'guarantee', 'that', 'the', 'war', 'will', 'not', 'reignite', 'again', '?', '""']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['NEW', 'ATTACKS', 'ON', 'ENERGY', 'SYSTEM', 'Ukrainian', 'officials', 'said', 'Russia', 'launched', '450', 'drones', 'and', 'over', '70', 'missiles', 'in', 'strikes', 'that', 'wounded', 'at', 'least', '12', 'people', 'and', 'struck', 'apartment', 'blocks', 'and', 'energy', 'infrastructure', 'as', 'temperatures', 'hovered', 'around', '20', 'Celsius', '(', '4', 'Fahrenheit', ')', '.']","['B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'B-NORP', 'O', 'O', 'B-LOC', 'I-LOC', 'B-CARDINAL', 'B-LOC', 'O', 'B-LOC', 'B-CARDINAL', 'B-LOC', 'B-NORP', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'B-CARDINAL', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'B-CARDINAL', 'B-NORP', 'O', 'B-CARDINAL', 'B-LOC', 'O', 'O']"
"['An', 'early', 'evening', 'strike', 'on', 'Tuesday', 'in', 'the', 'southeastern', 'city', 'of', 'Zaporizhzhia', 'killed', 'two', '18', 'year', 'olds', 'and', 'injured', 'nine', 'people', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Deputy', 'Prime', 'Minister', 'Oleksiy', 'Kuleba', 'said', '1', ',', '142', 'apartment', 'buildings', 'in', 'Kyiv', 'remained', 'without', 'heating', 'and', 'officials', 'in', 'Kharkiv', ',', ""Ukraine's"", 'second', 'largest', 'city', ',', 'said', '270', ',', '000', 'residents', 'were', 'in', 'unheated', 'apartments', '.']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['""', 'The', 'goal', 'is', 'obvious', ':', 'to', 'cause', 'maximum', 'destruction', 'and', 'leave', 'the', 'city', 'without', 'heat', 'in', 'severe', 'cold', ',', '""', 'Kharkiv', 'Mayor', 'Ihor', 'Terekhov', 'wrote', 'on', 'Telegram', ',', 'adding', 'that', 'a', 'thermal', 'plant', 'in', 'the', 'city', 'had', 'been', 'badly', 'damaged', '.']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORG', 'O', 'B-PERSON', 'O', 'B-ORG', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']"
"['Energy', 'Minister', 'Denys', 'Shmyhal', 'said', 'a', 'power', 'plant', 'in', ""Kyiv's"", 'eastern', 'suburbs', 'had', 'also', 'been', 'seriously', 'damaged', 'and', 'officials', 'were', 'considering', 'how', 'to', 'redirect', 'resources', 'to', 'restore', 'heating', '.']","['O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Russia', 'and', 'Ukraine', 'said', 'last', 'week', 'they', 'had', 'halted', 'strikes', 'on', 'each', ""other's"", 'energy', 'infrastructure', ',', 'but', 'they', 'disagreed', 'on', 'the', 'timeframe', 'for', 'the', 'moratorium', '.']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Much', 'of', 'Ukraine', 'has', 'been', 'gripped', 'by', 'a', 'new', 'wave', 'of', 'cold', 'after', 'what', 'experts', 'said', 'was', 'the', 'coldest', 'January', 'in', 'six', 'years', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
"['Families', 'languish', 'in', 'frigid', 'and', 'darkened', 'apartments', 'during', 'power', 'outages', 'and', 'cuts', 'to', 'heating', 'that', 'last', 'hours', 'and', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kyiv', 'resident', 'Natalia', 'Hlobenko', ',', '35', ',', 'described', 'how', 'she', 'rushed', 'to', 'cover', 'her', '11', 'year', 'old', 'son', 'just', 'on', 'Tuesday', 'before', 'an', 'explosion', 'sprayed', 'her', 'apartment', 'with', 'broken', 'glass', '.']","['B-LOC', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['said', 'a', 'teary', 'Hlobenko', ',', 'bundled', 'in', 'her', 'windowless', 'apartment', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']"
"['STICKING', 'POINT', 'REMAINS', 'IN', 'TALKS', 'Zelenskiy', 'has', 'previously', 'said', 'Ukraine', ',', 'which', 'is', 'struggling', 'to', 'stop', 'grinding', 'Russian', 'battlefield', 'advances', ',', 'was', 'ready', 'for', '""', 'substantive', '""', 'talks', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Moscow', 'and', 'Kyiv', 'blame', 'each', 'other', 'for', 'the', 'failure', 'to', 'agree', 'a', 'peace', 'deal', '.']","['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Territory', 'remains', 'the', 'main', 'sticking', 'point', ',', 'with', 'Ukraine', 'resisting', ""Russia's"", 'demands', 'that', 'it', 'cede', 'the', 'remaining', '20', 'of', 'the', 'eastern', 'region', 'of', 'Donetsk', 'that', 'Moscow', 'has', 'been', 'unable', 'to', 'conquer', 'since', 'its', '2022', 'invasion', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O']"
"[""Ukraine's"", 'lead', 'negotiator', 'said', 'Ukrainian', 'officials', 'would', 'first', 'hold', 'bilateral', 'talks', 'with', 'U', '.', 'S', '.', 'officials', 'in', 'Abu', 'Dhabi', 'to', 'discuss', 'U', '.', 'S', '.', 'security', 'guarantees', 'for', 'any', 'peace', 'deal', 'and', 'a', 'post', 'war', 'reconstruction', 'package', ',', 'and', 'later', 'hold', 'a', 'trilateral', 'meeting', 'involving', 'Russian', 'negotiators', '.']","['B-LOC', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'B-LOC', 'B-NORP', 'B-LOC', 'O', 'B-NORP', 'B-LOC', 'I-LOC', 'O', 'O', 'B-NORP', 'B-LOC', 'B-NORP', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-NORP', 'O', 'B-LOC']"
"['Summary', 'Companies', 'Palantir', 'forecasts', 'Q1', ',', 'full', 'year', '2026', 'revenue', 'above', 'LSEG', 'estimates', 'Shares', 'up', '5', 'in', 'extended', 'trading', 'Palantir', 'has', 'safeguards', 'in', 'surveillance', 'software', 'to', 'prevent', 'government', 'overreach', 'CEO', 'Positive', 'results', 'but', 'valuation', 'concerns', 'remain', 'analyst', 'Feb', '2', '(', 'Reuters', ')', 'Palantir', 'Technologies', '(', 'PLTR', '.', 'O', ')', ',', 'opens', 'new', 'tab', 'CEO', 'Alex', 'Karp', 'defended', 'the', ""firm's"", 'surveillance', 'technology', 'as', 'it', 'reported', 'a', 'big', 'jump', 'in', 'sales', 'on', 'Monday', ',', 'saying', 'it', 'has', 'safeguards', 'to', 'prevent', 'government', 'overreach', ',', 'without', 'mentioning', 'U', '.', 'S', '.', 'immigration', 'enforcement', 'efforts', 'in', 'Minnesota', 'that', 'have', 'drawn', 'widespread', 'protests', ',', 'opens', 'new', 'tab', '.']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'B-CARDINAL', 'B-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'B-LOC', 'I-LOC', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'B-LOC', 'O', 'B-ORG', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'B-LOC']"
"['The', 'data', 'analytics', 'company', 'said', 'revenue', 'derived', 'from', 'the', 'U', '.', 'S', '.', 'government', 'spiked', '66', 'in', 'the', 'fourth', 'quarter', 'from', 'the', 'year', 'ago', 'period', 'to', '570', 'million', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-LOC']"
"['Total', 'sales', 'of', '1', '.', '41', 'billion', 'exceeded', ""analysts'"", 'estimates', 'and', 'the', 'firm', 'anticipates', 'a', 'big', 'jump', 'in', 'sales', ',', 'in', 'part', 'due', 'to', 'government', 'contracts', 'in', '2026', '.']","['O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O']"
"['Shares', 'in', 'the', 'company', 'jumped', 'around', '5', 'in', 'extended', 'trading', 'and', 'its', 'Frankfurt', 'listed', 'stock', 'was', 'up', 'nearly', '12', 'in', 'thin', 'trading', 'early', 'on', 'Tuesday', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Companies', 'working', 'with', 'U', '.', 'S', '.', 'Immigration', 'and', 'Customs', 'Enforcement', '(', 'ICE', ')', 'are', 'attracting', 'more', 'scrutiny', 'as', 'Americans', 'have', 'turned', 'solidly', 'against', ""ICE's"", 'aggressive', 'tactics', 'following', 'the', 'fatal', 'shootings', 'of', 'two', 'U', '.', 'S', '.', 'citizens', 'in', 'separate', 'incidents', 'in', 'January', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-NORP', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC']"
"['The', 'company', 'won', 'a', 'contract', 'last', 'year', 'with', 'ICE', 'to', 'develop', 'surveillance', 'systems', 'for', 'immigration', 'enforcement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Over', 'the', 'weekend', ',', ""France's"", 'CapGemini', '(', 'CAPP', '.', 'PA', ')', ',', 'opens', 'new', 'tab', 'said', 'it', 'would', 'sell', 'a', 'small', 'U', '.', 'S', '.', 'unit', 'that', 'has', 'a', 'contract', 'with', 'ICE', 'after', 'criticism', 'from', 'French', 'lawmakers', 'and', 'others', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'B-ORG', 'O', 'B-ORG', 'B-LOC', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-LOC']"
"['In', 'a', 'post', 'earnings', 'call', ',', 'Karp', 'said', 'the', 'company', 'was', '""', 'supporting', 'in', 'a', 'critical', 'manner', ',', 'some', 'of', 'the', 'most', 'interesting', ',', 'intricate', ',', 'unusual', 'operations', 'that', 'the', 'U', '.', 'S', '.', 'government', 'has', 'been', 'involved', 'in', '""', ',', 'but', 'did', 'not', 'specify', 'which', 'government', 'programs', 'Palantir', 'was', 'engaged', 'in', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC']"
"['Denver', 'based', 'Palantir', 'has', 'increasingly', 'been', 'marketing', 'military', 'grade', 'AI', 'tools', 'to', 'businesses', 'through', 'its', 'artificial', 'intelligence', 'platform', 'that', 'helps', 'companies', 'integrate', 'and', 'develop', 'the', 'technology', '.']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'has', 'emerged', 'as', 'one', 'of', 'the', 'best', 'performing', 'AI', 'stocks', ',', 'with', 'shares', 'gaining', '1', ',', '700', 'over', 'the', 'last', 'three', 'years', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'B-NORP', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'It', 'should', 'indeed', 'be', 'uncontroversial', 'that', 'the', 'single', 'most', 'effective', 'means', 'of', 'guarding', 'against', 'incursions', 'into', 'our', 'private', 'lives', 'is', 'to', 'invest', 'in', 'the', 'development', 'of', 'a', 'technical', 'platform', 'that', 'makes', 'possible', 'constraints', 'on', 'government', 'action', 'and', 'investigation', 'through', 'granular', 'permissioning', 'capabilities', ',', '""', 'Karp', 'said', 'in', 'a', 'letter', 'to', 'shareholders', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']"
"['He', 'said', 'the', ""company's"", 'tech', 'ensures', 'that', 'the', '""', 'state', 'and', 'its', 'agents', 'can', 'see', 'only', 'what', 'ought', 'to', 'be', 'seen', ',', 'and', 'functional', 'audit', 'logs', ',', 'to', 'ensnare', 'both', 'external', 'and', 'internal', 'threats', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Still', ',', 'its', 'shares', 'are', 'down', 'more', 'than', '15', 'so', 'far', 'this', 'year', 'as', 'Wall', 'Street', 'questions', ""Palantir's"", 'sky', 'high', 'valuation', ',', 'with', 'a', '12', 'month', 'forward', 'price', 'to', 'earnings', 'ratio', 'of', '140', '.', '5', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O']"
"['""', 'Valuation', 'question', 'marks', ""won't"", 'disappear', ',', '""', 'said', 'eToro', 'analyst', 'Zavier', 'Wong', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['""', 'Palantir', 'remains', 'priced', 'for', 'perfection', ',', 'which', 'means', 'it', 'will', 'need', 'to', 'continue', 'executing', 'in', 'future', 'quarters', '.', '""']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['BIG', 'REVENUE', 'JUMP', 'EXPECTED', 'The', 'company', ',', 'founded', 'by', 'tech', 'billionaire', 'Peter', 'Thiel', ',', 'with', 'the', 'CIA', 'as', 'one', 'of', 'its', 'early', 'backers', ',', 'has', 'boosted', 'its', 'sales', 'with', 'a', 'litany', 'of', 'government', 'contracts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"['It', 'expects', 'revenue', 'between', '7', '.', '18', 'billion', 'and', '7', '.', '20', 'billion', 'in', '2026', ',', 'which', 'would', 'be', 'more', 'than', 'a', '60', 'increase', 'from', '2025', '.']","['O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'O']"
"['Thiel', 'was', 'an', 'early', 'backer', 'of', 'President', 'Donald', 'Trump', 'and', 'has', 'close', 'ties', 'with', 'key', 'Washington', 'lawmakers', ',', 'including', 'Vice', 'President', 'JD', 'Vance', ',', 'whom', 'he', 'supported', 'in', 'a', '2022', 'U', '.', 'S', '.', 'Senate', 'race', '.']","['B-PERSON', 'B-LOC', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'B-LOC', 'B-ORG', 'B-DATE', 'B-LOC', 'I-LOC', 'B-ORG', 'B-LOC', 'B-ORG', 'O', 'B-LOC']"
"['Palantir', 'won', 'a', '30', 'million', 'contract', ',', 'opens', 'new', 'tab', 'from', 'the', 'U', '.', 'S', '.', 'Immigration', 'and', 'Customs', 'Enforcement', 'in', 'April', 'to', 'develop', 'a', 'system', ',', 'opens', 'new', 'tab', 'that', 'identifies', 'undocumented', 'immigrants', 'and', 'tracks', 'self', 'deportations', ',', 'which', 'as', 'of', 'June', '3', ',', 'was', 'its', 'largest', 'single', 'award', 'from', 'the', 'agency', 'among', '46', 'federal', 'contract', 'actions', 'since', '2011', '.']","['B-ORG', 'O', 'B-ORG', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'B-DATE', 'B-ORG']"
"['""', 'Freedom', 'from', 'unwarranted', 'government', 'surveillance', '.', '.', '.', 'requires', 'the', 'construction', 'of', 'a', 'technical', 'system', 'that', 'is', 'built', 'to', 'make', 'possible', 'oversight', 'of', 'its', 'own', 'use', 'and', 'limit', ',', 'not', 'expand', ',', 'the', 'material', 'and', 'information', 'subject', 'to', 'access', ',', '""', 'Karp', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']"
"['Palantir', 'forecast', 'first', 'quarter', 'sales', 'between', '1', '.', '53', 'billion', 'and', '1', '.', '54', 'billion', ',', 'above', 'an', 'estimate', 'of', '1', '.', '32', 'billion', ',', 'according', 'to', 'data', 'compiled', 'by', 'LSEG', '.']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-CARDINAL', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Sales', 'to', 'U', '.', 'S', '.', 'businesses', 'in', '2026', 'are', 'expected', 'to', 'grow', 'at', 'least', '115', 'to', 'more', 'than', '3', '.', '14', 'billion', ',', 'accelerating', 'from', '109', 'growth', 'in', '2025', '.']","['O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-CARDINAL', 'B-LOC', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'B-DATE', 'B-LOC']"
"['ABOARD', 'AIR', 'FORCE', 'ONE', ',', 'Jan', '31', '(', 'Reuters', ')', 'U', '.', 'S', '.', 'President', 'Donald', 'Trump', 'on', 'Saturday', 'said', 'the', 'United', 'States', 'would', 'respond', 'in', 'a', 'significant', 'way', 'if', 'Canada', 'proceeds', 'with', 'the', 'trade', 'agreement', 'that', 'it', 'negotiated', 'with', 'China', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'I-LOC']"
"['""', 'If', 'they', 'do', 'a', 'deal', 'with', 'China', ',', 'yeah', ',', ""we'll"", 'do', 'something', 'very', 'substantial', ',', '""', 'Trump', 'told', 'reporters', 'aboard', 'Air', 'Force', 'One', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
"['And', 'if', 'they', 'make', 'the', 'deal', 'that', ""he's"", 'looking', 'to', 'make', ',', 'China', 'will', 'take', 'over', 'Canada', '.', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
"['Trump', 'last', 'week', 'said', 'he', 'would', 'impose', 'a', '100', 'tariffs', 'on', 'Canada', 'if', 'it', 'follows', 'through', 'on', 'a', 'trade', 'deal', 'with', 'China', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-CARDINAL', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O']"
