Title,Sentence
Snowflake partners with OpenAI in $200 million AI deal,The announcement comes amid intensifying competition in the data and AI market.
Snowflake partners with OpenAI in $200 million AI deal,"Rival Databricks has continued to scale aggressively, recently raising $4 billion at a $134 billion valuation to fund its ""Agentbricks"" framework and a growing suite of AI products."
Snowflake partners with OpenAI in $200 million AI deal,Reporting by Anhata Rooprai and Akash Sriram in Bengaluru; Editing by Jonathan Ananda
"Japan PM Takaichi's party poised for landslide victory, poll shows","Summary  LDP likely to well exceed majority, Asahi poll shows  Ruling coalition seen reaching 300 seats, poll shows  Takaichi's yen comments keep currency wobbly  Some see LDP win as restraining force against extreme tax cuts  TOKYO, Feb 2 (Reuters) - Japanese Prime Minister Sanae Takaichi's party is likely to score a landslide victory in next week's lower house election, a survey by the Asahi newspaper showed, heightening the chance the country will continue to pursue big spending and tax cuts."
"Japan PM Takaichi's party poised for landslide victory, poll shows","A strong showing in Sunday's election would solidify Takaichi's grip on her party and give a mandate for her expansionary fiscal policy, which could heighten concerns about Japan's finances and push bond yields higher."
"Japan PM Takaichi's party poised for landslide victory, poll shows",The Reuters Inside Track newsletter is your essential guide to the biggest events in global sport.
"Japan PM Takaichi's party poised for landslide victory, poll shows","""Implementing expansionary fiscal policy at a time the economy is at near full employment would heighten inflationary pressure"" and weaken the yen, said Ryutaro Kono, chief Japan economist at BNP Paribas."
"Japan PM Takaichi's party poised for landslide victory, poll shows","""The Bank of Japan may be forced to accelerate the pace of interest rate hikes to combat the weak yen and inflationary pressures from expansionary fiscal policy,"" he said."
"Japan PM Takaichi's party poised for landslide victory, poll shows","Takaichi's Liberal Democratic Party is likely to well exceed a majority of 233 seats out of 465 seats up for grabs in the lower house, according to Asahi's poll released on Sunday."
"Japan PM Takaichi's party poised for landslide victory, poll shows",That would be an increase from 198 seats now.
"Japan PM Takaichi's party poised for landslide victory, poll shows","Together with LDP's coalition partner, the Japan Innovation Party or Ishin, the ruling alliance will likely reach 300 seats, the poll showed."
"Japan PM Takaichi's party poised for landslide victory, poll shows","The largest opposition party, the Centrist Reform Alliance, is struggling and could lose half its 167 seats, the Asahi said."
"Japan PM Takaichi's party poised for landslide victory, poll shows","Super-long Japanese government bond yields, which are sensitive to fiscal risks, rose on Monday as investors priced in the chance Takaichi will push through her ""proactive"" fiscal policy focused on bigger spending and tax cuts."
"Japan PM Takaichi's party poised for landslide victory, poll shows",The yen wobbled after Takaichi's weekend comments in which she talked up the benefits of a weaker currency were seen as condoning its declines and running counter to efforts by Japanese authorities to prop it up.
"Japan PM Takaichi's party poised for landslide victory, poll shows","""People say the weak yen is bad right now, but for export industries, it's a major opportunity,"" Takaichi said on Saturday, adding that the currency's decline would boost the value of Japan's huge foreign reserves."
"Japan PM Takaichi's party poised for landslide victory, poll shows","A government spokesperson said on Monday Takaichi was not highlighting the benefits of a weak yen, and instead stressing the need to create an economic structure resilient to currency fluctuations."
"Japan PM Takaichi's party poised for landslide victory, poll shows",A weak yen has been a source of headache for Japanese policymakers as it pushes up import costs and broader inflation.
"Japan PM Takaichi's party poised for landslide victory, poll shows",FISCAL RISK WORRIES MAY BE OVERBLOWN  Takaichi's ruling coalition currently holds a slim majority in the powerful lower house but has a minority in the upper house.
"Japan PM Takaichi's party poised for landslide victory, poll shows",The premier dissolved parliament last month and called a snap election on February 8 seeking a mandate for her push to reflate the economy with expansionary fiscal policy.
"Japan PM Takaichi's party poised for landslide victory, poll shows","Japan suffered a broad market rout last month after Takaichi pledged to suspend an 8% levy on food sales for two years, reviving investor concerns about fiscal discipline in a country with public debt more than twice the size of its economy."
"Japan PM Takaichi's party poised for landslide victory, poll shows",Most parties have also called for a suspension or a cut to the consumption tax to cushion the blow to households from rising living costs.
"Japan PM Takaichi's party poised for landslide victory, poll shows",Some analysts say a strong LDP win could actually prevent Japan from resorting to extreme tax cuts or spending plans proposed by some opposition parties.
"Japan PM Takaichi's party poised for landslide victory, poll shows","The LDP remains vague on how soon the tax suspension could be put in place, saying only that the timing should be decided in a meeting of ruling and opposition parties."
"Japan PM Takaichi's party poised for landslide victory, poll shows","In its campaign pledge, the LDP clearly commits to reducing Japan's debt-to-GDP ratio, and pursuing expenditure and revenue reforms, said Takeshi Yamaguchi, chief Japan economist at Morgan Stanley MUFG Securities."
"Japan PM Takaichi's party poised for landslide victory, poll shows","""Our view that excessive concern over Japan's fiscal position is unnecessary remains unchanged,"" he said."
"Japan PM Takaichi's party poised for landslide victory, poll shows","Reporting by Leika Kihara; Editing by Cynthia Osterman, Sonali Paul and Stephen Coates"
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Summary  Prominent former cabinet minister quits Labour Party  Email suggests he sent government document to Epstein  Epstein files also appear to show he received money  Peter Mandelson was sacked as ambassador to US last year  LONDON, Feb 2 (Reuters) - Britain's former U.S. ambassador, Peter Mandelson, received money from Jeffrey Epstein and leaked a confidential government briefing to him, newly released files appeared to show, renewing scrutiny of his conduct in public office."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Late on Sunday, Mandelson left the Labour Party to prevent ""further embarrassment"", after he was fired from his envoy role last year after revelations about his connections to the late convicted sex offender."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,The Reuters Inside Track newsletter is your essential guide to the biggest events in global sport.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"He said he had no recollection of any payments after the files appeared to show he had received donations of $25,000 from Epstein."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"The Financial Times said he received $75,000 in total."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,Prime Minister Keir Starmer said Mandelson should be removed from parliament's upper chamber.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Separately, the British police said they were reviewing ""a number of reports"" of alleged misconduct in a public office to determine if they meet the threshold for a criminal investigation."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"MANDELSON COULD FACE FURTHER INVESTIGATIONS  Among the latest batch of documents released by the U.S. Justice Department, an email suggested Mandelson had shared a confidential government briefing with the financier."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"The memo from an adviser to then-prime minister Gordon Brown, which was copied to Mandelson and others, discussed economic policy, including a recommendation that they should consider the sale of non-strategic assets to bring down debt."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Mandelson forwarded the email to Epstein saying ""interesting note that's gone to the PM"", with Epstein replying: ""What saleable assets?"""
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Opposition politicians called on the police to investigate whether Mandelson, a minister in Labour's 1997-2010 governments of Tony Blair and Gordon Brown, had breached confidentiality rules."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Mandelson said in a letter to the Labour Party that he was sorry to be linked once again to the ""understandable furore surrounding Jeffrey Epstein""."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,But he said he believed that allegations about financial payments to him by Epstein were false and he would investigate.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Starmer's spokesperson said on Monday Mandelson should not be a member of the House of Lords, parliament's upper chamber that revises legislation, but added that the prime minister did not have the power to remove him."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"""He (Starmer) is calling on those in the Lords to work with the government to modernise disciplinary procedures in the House to allow for the easier removal of Lords who have brought the House into disrepute,"" the spokesperson said, adding that Starmer had instructed the cabinet secretary to review all available information regarding Mandelson's contacts with Epstein."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,REMOVING MANDELSON WOULD REQUIRE LEGISLATION  Mandelson could choose to retire from the House of Lords but ousting him would require the government to pass legislation.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,A spokesperson for the Labour Party said on Monday it was right that he had quit the party and added that disciplinary action had already been underway prior to the resignation.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"During the late 1990s, Mandelson, who was photographed in his underwear in the new Epstein files, played a central role in Labour's electoral success as Blair became prime minister."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Mandelson, also a former European Union trade commissioner, came under scrutiny last year when U.S. lawmakers released documents including a letter in which he called Epstein ""my best pal"", leading to his dismissal as Britain's ambassador."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,Mandelson had a turbulent earlier career in domestic politics.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"In 1998, he quit as trade minister over a loan he received from a fellow minister to buy a house following questions over conflict of interest."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,A second stint in the cabinet also ended in resignation in 2001 over his alleged involvement in a passport scandal involving an Indian billionaire.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,He was later cleared of acting improperly.
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"Separately, Starmer said on Saturday that Britain's former Prince Andrew should testify before a U.S. congressional committee following new revelations about his links to Epstein."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"(This story has been refiled to remove a reference stating that the police did not respond to a request for a comment, in paragraph 9)  Writing by William Schomberg and Sarah Young, additional reporting by Sarah Young and Sam Tabahriti; editing by Chris Reese, Mark Heinrich, Ros Russell and Diane Craft  Our Standards: The Thomson Reuters Trust Principles., opens new tab  Sarah reports on UK breaking news, with a focus on British companies."
UK's Mandelson faces scrutiny over Epstein ties and leaked briefing,"She has been a part of the UK bureau for 12 years covering everything from airlines to energy to the royals, politics and sport."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"The disclosure of more than 3m files related to Jeffrey Epstein suggests that other men were involved in his sexual abuse, prompting questions about officials’ contentions that there isn’t evidence to investigate third parties for potential involvement in the late financier’s crimes."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,Some newly released documents contain allegations that Epstein provided victims to other men.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Documents released in prior disclosures, as well as court documents, also point to others’ possible criminal involvement with Epstein and his accomplice, Ghislaine Maxwell."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,One accuser said that Maxwell told her that Epstein had to leave his house but that there was a friend staying who she could massage.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"During this encounter, this associate allegedly offered her money if she engaged in sex."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,The woman alleged that she did so and that this friend paid her money.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"A “prosecution memorandum” dated 26 January 2021 and signed by assistant US attorneys from the southern district of New York described this encounter and said that when the woman’s lawyers showed her a photo of the disgraced movie mogul Harvey Weinstein, she identified him as this man."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,The names of the US attorneys are redacted.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,It’s not clear to what extent authorities investigated these allegations.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,Weinstein was never charged for any conduct related to Epstein.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"One document, and FBI presentation that appears to have been created sometime after late July 2025, described an allegation that Epstein “told [an accuser] to give [Harvey] Weinstein a massage, during which Weinstein tells her to take off her shirt, she refuses and then Weinstein threatens to get women to come force her”."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Weinstein, who is in jail after being convicted of sexual assault and was one of the most prominent targets of the MeToo movement, rejects misconduct claims."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"The document cited is an internal prosecution memorandum in the Maxwell case that records allegations, not findings,” his rep said."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“Mr Weinstein was never charged, investigated, or proceeded against in connection with Epstein or the conduct referenced, and no one has made findings supporting those claims.”  Financier Leon Black is listed on a page titled “PROMINENT NAMES” contained in the FBI presentation about Epstein’s case; it’s not known who this presentation was for, and this slideshow does not state that authorities verified any claims against these men."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Under Black’s name, the document states allegations that “Epstein told [name redacted] to give Black a massage while Black was naked.” An accuser “stated another female gave Black a massage and he made her preform oral sex”."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,One document in this tranche said that “The Manhattan District Attorney’s office began looking into allegations against Leon Black.”  Black has not been charged criminally in relation to Epstein.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,One civil case against him was dismissed and one was withdrawn.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,The Manhattan district attorney’s office declined to comment on or confirm the existence of an investigation.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Black’s attorney, Susan Estrich of Estrich Goldin, said, “Mr Black asked for an independent investigation of his relationship with Epstein."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"The Dechert law firm investigated and reviewed more than 60,000 documents, interviewed more than 20 people and concluded that Mr Black paid Epstein for estate planning and tax advice and that he had no awareness of Epstein’s criminal activities.”  “Of the three civil lawsuits filed against Mr Black, one has been dismissed, the other withdrawn and the other is currently facing a case terminating motion for sanctions,” Estrich also said."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,“There is absolutely no truth to any of the allegations against Mr Black.”  Prior document disclosures also suggested third parties might be involved.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Maria Farmer, an artist who worked for Epstein around 1996 whose sister Annie was abused by Epstein and accomplice Maxwell, reported that the late financier “stole” nude images of her siblings."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“Epstein Stole the photos and Negatives and is believed to have sold the pictures to potential buyers,” Farmer alleged in an FBI report from 1996."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,A document released in a prior exposure similarly indicates that Epstein and others might have shared child sexual abuse images.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,A lawyer representing a co-executor of Epstein’s estate wrote the FBI in April 2023 for guidance.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"During a review of documents, they encountered potential child sexual abuse images."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“Apparently the relevant video was shared with Epstein by an individual who was convicted of a child pornography-type offense and it depicted one or two topless women,” the lawyer’s letter states."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,A past email that was released on 12 November by the House oversight committee shows Epstein and an associate discussing “girls” and travel.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,This associate appeared to refer to deceased French modeling agent Jean-Luc Brunel.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Brunel was arrested in December 2020 at Charles de Gaulle airport on suspicion of crimes such as alleged rape and sexual assault of minors, as well as human trafficking of underage girls for sexual exploitation."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Brunel, who was thought to have provided teenage girls to Epstein, died in prison four years ago by apparent suicide."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Virginia Giuffre, who was among the most prominent accusers of Epstein and his accomplice Maxwell, had alleged in civil court papers that she had been “sexually exploited by Epstein’s adult male peers including royalty”."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Giuffre, who died by suicide this spring, alleged Epstein and Maxwell introduced her to Andrew Mountbatten-Windsor in 2001, claiming Maxwell forced her to have sex with the then-prince."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,The fallen former royal has vehemently denied any wrongdoing.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,A lawyer representing two Epstein victims told investigators in a 2021 email that she had two clients who were trafficked to other men.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,The document disclosures have shown that authorities had at various points downplayed participation of other men.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"On the FBI presentation listing prominent names, there is a page called “MISCONCEPTIONS”."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“Epstein did not regularly prostitute the victims in exchange for money,” this page said."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,A case initiation summary stated that the FBI and Manhattan federal prosecutors said that one victim in a 2019 meeting claimed “being lent out to other men”.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“Her statements regarding being directed to have sex with other men was inconsistent with statements made by other victims/witnesses, in particular her statements regarding being lent out to men with another victim – the other victim denied this occurring,” the summary said."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“No other victim described being directed by either Epstein or Maxwell to engage in sexual activity with any other men.” The “closest” anecdote to being lent out, the memo said, involved Weinstein."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,Attorneys for Epstein’s victims tell the Guardian they believe Epstein provided teen girls and young women to others.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“It is without question that a significant piece of Epstein and Maxwell’s vast sex-trafficking operation was to provide young women and girls to other wealthy and powerful individuals,” said Sigrid McCawley, a managing partner at Boies Schiller Flexner and longtime attorney representing Epstein survivors."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"“This practice gave Epstein and Maxwell control and power over individuals who were implicated in the sex trafficking.”  Jennifer Freeman of Marsh Law, who represents Maria Farmer, said that “at this point, we have more questions than answers.”  “Where is the rest of Maria Farmer’s FBI file?"
USNew Epstein files reveal he may have trafficked girls to others despite official denials,Where are the records of complaints that so many other women made to FBI and how the FBI investigated those complaints?
USNew Epstein files reveal he may have trafficked girls to others despite official denials,And why is the DoJ hiding the names of perpetrators while exposing survivors?” Freeman said.
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"And Spencer Kuvin of Goldlaw, who has represented numerous Epstein victims, said: “We know for certain from direct testimony of victims that Epstein provided girls to other famous and notable people."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,"Usually these were favors with the hope that he would get something in return from these people.”  “The recent documents only confirm what the victims have been saying all along,” he also said."
USNew Epstein files reveal he may have trafficked girls to others despite official denials,“The absence of a formal ‘client list’ is not the same thing as proof that no third parties participated.”
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","FBI agents investigating David Copperfield in 2007 said that “a clear connection” existed between the famous illusionist and Jeffrey Epstein, according to documents released by the Department of Justice last week in the latest tranche of the Epstein files."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",A 2007 FBI memo by agents in Seattle said further investigation of this “connection” was needed to “to determine if they [Copperfield and Epstein] both shared a predilection for minors” and “if they engaged in referring possible victims to each other”.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The FBI’s two-year investigation into Copperfield started in 2007 after a Seattle woman named Lacey Carroll, who had met Copperfield after attending one of his shows, alleged he had raped and sexually assaulted her on his private Bahamian island, called Musha Cay, after luring her there on the promise of modeling and promotional work."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",The investigation was dropped around January 2010 and Copperfield was never charged in relation to Carroll’s rape allegation or any other sexual misconduct.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","In an interview with Oprah filmed on Musha Cay in 2012, Copperfield claimed he had not only been exonerated but was a victim in the case."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",Lawyers for Copperfield did not reply to questions about the newly released files.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","In 2024, Copperfield’s lawyers told the Guardian that he “was not a friend of Jeffrey Epstein”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","They said any suggestion Copperfield was friends with Epstein “is totally false and a mischaracterization made by the media” and that he and Epstein were “at most, acquaintances” who only met on a “handful” of occasions."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",Copperfield has repeatedly denied ever engaging in sexual misconduct or inappropriate behavior.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The new tranche of documents released last week reveal new details about the FBI’s investigation of Copperfield, and discussions that were held between law enforcement officials who were investigating Copperfield and officials investigating Epstein."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","In the FBI’s 12 December 2007 memo, Seattle agents expressed concerns to counterparts in Miami about Epstein-related evidence that could be relevant to their investigation of Copperfield."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The investigation, the agents said, had identified “a number of potential witnesses” who they believed lived in Miami and may have had a relationship with or worked for Copperfield."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","Two of these potential witnesses, they noted, were women who “are or may be witnesses” in the Epstein investigation in Miami, including one who had said Epstein “groomed” her."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The FBI was interested in interviewing the two women because both were named in Copperfield’s “business list”, which the agents said “appears to be a compilation of females that he targeted for sexual conquest”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The agents said that the entries in Copperfield’s business list noted that the two women were “Jeff Epstein guestf[sic]” and that “he” – a likely reference to Epstein – said that one of the women was “not loyal, doesn’t play the game”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The memo said evidence seized from Copperfield’s residence and warehouse and at the MGM Grand Hollywood Theater, where he performs, also showed a “number of occasions” when Copperfield provided complimentary tickets to Epstein and his guests."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The memo said that, following raids on Copperfield’s properties, there appeared to be a “13-year gap” in Copperfield’s records, which were seized by federal agents."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The memo said investigators had not located “hard copy files” for the period from 1993 to 2005, which, agents noted, was the timespan when Epstein would have “likely become aware of the investigation into his alleged sexual misconduct”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The FBI wanted to conduct the interviews in Miami, agents said, to glean more about whether the relationship between Epstein and Copperfield “included illegal activities”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","“If such a relationship existed there is a significant and legitimate concern regarding the preservation of evidence currently being held by the Miami division and Epstein’s defense counsel in regards to the investigation of Epstein.”  In a separate 5 September 2008 email, the then assistant US attorney in Seattle, Susan “Susie” Roe – the most senior prosecutor on the Copperfield investigation – asked Ann Marie Villafaña, the assistant US attorney in Florida who worked on the Epstein case, for a copy of Epstein’s controversial plea deal, in which he pled guilty to one count of soliciting prostitution from a minor."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",He served 13 months out of an 18 month sentence.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",“Do you think he would ever talk about Copperfield?” Roe asked.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",She also wanted to know if Villafaña knew the name of anyone in the Department of Justice “who really knows the sexual and/or violent crimes stuff”.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","She ended the email by saying: “We’re still working on Copperfield – lots of acts but concerns about applicable law!” Earlier reporting by the Guardian revealed that prosecutors were challenged by the fact that the alleged rape had taken place in the Bahamas, not on US soil, and that the US attorney’s office believed it might lack jurisdiction to charge Copperfield."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","Villafaña responded to the email, the records show, saying: “I can definitely say that Epstein will not talk to anyone … he would just never turn in one of his friends unless it meant a big benefit for him.” She also queried whether Carroll, Copperfield’s alleged victim, had flown to the magician’s Bahamian island via South Florida, because if so, she could “pitch in” and “think creatively about charging decisions”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","‘Close relationship’  A separate partially redacted memo, which appears to have been written by an FBI agent and is dated 26 November 2019 – months after Epstein’s suicide – included additional details and claims about the criminal investigation into Copperfield and investigators’ findings."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The name of the sender is redacted, but the person said the FBI investigation into Copperfield “showed that Copperfield trained his employees to identify young females (teens to early twenties) in the audience of his shows”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The females, the person said, were “separated from their boyfriends, families and husbands and brought backstage”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",“Copperfield’s employees were given access to a notebook that instructed them how to provide Copperfield with females.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","He kept a notebook with the females he was with” that included “contact information, whether he had sex with them, and a photograph,” the person said."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",The person added: “I don’t know if any of his victims were underage.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",There were allegations that he drugged some of the females.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","I recall Epstein’s name coming up in our investigation a number of times and Copperfield appeared to have a very close relationship with Epstein.”  Copperfield’s name was on a “list” investigators found that included other men, the person said, adding, “some of which had reputations like Copperfield and Epstein”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","“Our case was eventually closed because our USAO [US attorney’s office] was weak and intimidated by the financial resources of Copperfield,” the person said, while adding there had been other challenging issues involving the victim and jurisdiction."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The person said they tried to get copies of as much as they could before the original evidence was returned and appeared to offer it to another FBI official who was working on a separate investigation.The timing suggests the person could have been offering help in connection to the justice department’s case against Epstein’s longtime companion, Ghislaine Maxwell."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","Becky Roe, a lawyer for Carroll, who is not related to prosecutor Susan Roe, said in an email to the Guardian that she recalled the FBI “wanted the DoJ to charge” Copperfield, and were “likely upset” when they decided not to, something she said was not unusual in her experience."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",She said the FBI had “done an excellent investigation” but disagreed with the assessment in the 26 November 2019 memo that prosecutors were fearful of taking on Copperfield.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",“I do not share the opinion [that] the US attorney’s office was weak.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","I [previously] worked with Susie Roe … and she was definitely NOT weak,” Becky Roe said, adding that she was not well informed about the jurisdictional issue that she believed was the decisive factor in not charging Copperfield."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",The Guardian tried to reach Susan Roe for a comment but she has retired from public office.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","Behind the magic  The Guardian published an investigation into allegations involving Copperfield in May 2024, reporting that Copperfield had been accused by 16 women of engaging in sexual misconduct and inappropriate behavior, including claims that he drugged three women before he had sexual relations with them."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",Copperfield denied the allegations of wrongdoing.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","His lawyers told the Guardian at the time that he had “never acted inappropriately with anyone” and said a “truthful” depiction of Copperfield would describe his “kindness, shyness and treatment of men and women with respect”."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","The Guardian’s investigation included an examination of records that were available at the time about Copperfield’s dealings with Epstein, including message pads that had been confiscated from Epstein’s residence and appeared to show Copperfield leaving messages for Epstein 16 times over several months between 2004 and 2005."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",Lawyers in London who represented Copperfield at that time – at Harbottle & Lewis and Carter Ruck – were asked questions about Epstein and Copperfield’s dealings by the Guardian in 2024.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",The lawyers repeatedly denied that the pair were close.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say",They also denied that Copperfield had left “multiple messages” for Epstein.
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","“Any messages that were left would have been left by our client’s office in response to a request by Epstein for tickets to a show,” the lawyers told the Guardian."
"Epstein filesEpstein and magician David Copperfield appeared to have ‘very close relationship’, newly released files say","In December 2025, in a release of another tranche of Epstein files, the Department of Justice released photographs which showed Copperfield and Maxwell wearing white robes and hugging each other at a location that appears – based on the Guardian’s comparative analysis of other photographs – to have been taken on Epstein’s private island."
