Title,Sentence,clean_sentence
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In response to a request for comment from the New York Times, the White House referred to a statement from the justice department on Friday, which stated that the new tranche of documents “may include fake or falsely submitted images, documents or videos”.",response request comment New York Times White House referred statement justice department Friday stated new tranche document may include fake falsely submitted image document video
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“Some of the documents contain untrue and sensationalist claims against President Trump that were submitted to the FBI right before the 2020 election,” the justice department statement added.",Some document contain untrue sensationalist claim President Trump submitted FBI right 2020 election justice department statement added
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“To be clear, the claims are unfounded and false, and if they have a shred of credibility, they certainly would have been weaponized against President Trump already.”  3.",clear claim unfounded false shred credibility certainly would weaponized President Trump already.
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Musk had more extensive ties to Epstein than previously known  Emails show Musk and Epstein exchanging cordial messages, and on two separate occasions, in 2012 and 2013, the two making plans for Musk to visit Epstein’s private island.",Musk extensive tie Epstein previously known Emails show Musk Epstein exchanging cordial message two separate occasion 2012 2013 two making plan Musk visit Epstein private island
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,The communications suggest that the trips did not occur due to logistical issues.,The communication suggest trip occur due logistical issue
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,Musk told Vanity Fair in 2019 that Epstein was “obviously a creep” and claimed that Epstein “tried repeatedly to get me to visit his island” but that he had “declined”.,Musk told Vanity Fair 2019 Epstein obviously creep claimed Epstein tried repeatedly get visit island declined
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"A representative for Musk and his artificial intelligence company, xAI, did not return a request for comment about the emails.",representative Musk artificial intelligence company xAI return request comment email
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"On Friday night, Musk repeated his previous claim on social media, and stated that he had “very little correspondence with Epstein and declined repeated invitations to go to his island”.",Friday night Musk repeated previous claim social medium stated little correspondence Epstein declined repeated invitation island
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Howard Lutnick made plans to visit Epstein’s island  The files show that Lutnick, now serving as US secretary of commerce under Trump, arranged to visit Jeffrey Epstein’s island in 2012.",Howard Lutnick made plan visit Epstein island The file show Lutnick serving secretary commerce Trump arranged visit Jeffrey Epstein island 2012
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Last year Lutnick said in an interview that he had been neighbors with Epstein in New York, and that he had cut ties with Epstein around 2005, calling him “disgusting”.",Last year Lutnick said interview neighbor Epstein New York cut tie Epstein around 2005 calling disgusting
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,A spokesperson for the commerce department told the Wall Street Journal that Lutnick had limited interactions with Epstein and had never been accused of wrongdoing.,spokesperson commerce department told Wall Street Journal Lutnick limited interaction Epstein never accused wrongdoing
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,Mountbatten-Windsor invited Epstein to Buckingham Palace  Emails suggest that Andrew Mountbatten-Windsor invited Epstein to Buckingham Palace following Epstein’s release from house arrest in 2010.,Mountbatten-Windsor invited Epstein Buckingham Palace Emails suggest Andrew Mountbatten-Windsor invited Epstein Buckingham Palace following Epstein release house arrest 2010
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In 2008, as part of a negotiated deal, Epstein pleaded guilty to state charges in Florida of solicitation of prostitution and solicitation of prostitution with a minor, and served 13 months of an 18-month sentence.",2008 part negotiated deal Epstein pleaded guilty state charge Florida solicitation prostitution solicitation prostitution minor served month 18-month sentence
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"He was released in July 2009, and began serving a house arrest sentence, which ended in August 2010.",released July 2009 began serving house arrest sentence ended August 2010
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In a September 2010 email exchange between Epstein and “the Duke” – believed to be Mountbatten-Windsor, then the Duke of York – Epstein said he was in London and requested “private time”.",September 2010 email exchange Epstein Duke believed Mountbatten-Windsor Duke York Epstein said London requested private time
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Mountbatten-Windsor appears to have replied: “We could have dinner at Buckingham Palace and lots of privacy.” Two days later, he followed up by saying: “Delighted for you to come here to BP [Buckingham Palace].",Mountbatten-Windsor appears replied could dinner Buckingham Palace lot privacy. Two day later followed saying Delighted come Buckingham Palace
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,Come with whomever and I’ll be here free from 1600ish.”  It is unclear if the meeting took place.,Come whomever free 1600ish. unclear meeting took place
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"But three months later, the pair were pictured walking together in New York’s Central Park.",But three month later pair pictured walking together New York Central Park
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,Mountbatten-Windsor has previously claimed he had travelled to the US to end his friendship with Epstein in light of his conviction.,Mountbatten-Windsor previously claimed travelled end friendship Epstein light conviction
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"The documents also show that days after Epstein’s house arrest ended, Epstein offered to arrange for Mountbatten-Windsor to have dinner with a “clevere [sic], beautiful and trustworthy” 26-year-old Russian woman.",The document also show day Epstein house arrest ended Epstein offered arrange Mountbatten-Windsor dinner clevere sic beautiful trustworthy 26-year-old Russian woman
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,Mountbatten-Windsor apparently responded that he would be “delighted” to meet the woman.,Mountbatten-Windsor apparently responded would delighted meet woman
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In that email exchange, he also asked Epstein if it was “good to be free?”  Additional files include photos showing Andrew appearing to be crouching over an unidentified woman who is lying on the floor.",email exchange also asked Epstein good free Additional file include photo showing Andrew appearing crouching unidentified woman lying floor
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Richard Branson and Epstein exchanged emails  The files show an email exchange from 2013 between Branson, the British billionaire and founder of the Virgin Group, and Epstein.",Richard Branson Epstein exchanged email The file show email exchange 2013 Branson British billionaire founder Virgin Group Epstein
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In an email on 11 September 2013, Branson wrote to Epstein, “It was really nice seeing you yesterday” and added: “Any time you’re in the area would love to see you.",email September 2013 Branson wrote Epstein really nice seeing yesterday added Any time area would love see
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,As long as you bring your harem!”  A representative for Virgin group told the Guardian that Branson had sent the email shortly after hosting Epstein at a group business meeting on the private island Branson owns in the British Virgin Islands.,long bring harem representative Virgin group told Guardian Branson sent email shortly hosting Epstein group business meeting private island Branson owns British Virgin Islands
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"The spokesperson said that Epstein arrived at the meeting with three adult women, who the spokesperson said Epstein referred to as his “harem”, who did not attend the meeting.",The spokesperson said Epstein arrived meeting three adult woman spokesperson said Epstein referred harem attend meeting
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“Any contact Richard and Joan Branson had with Epstein took place on only a few occasions more than 12 years ago, and was limited to group or business settings, such as a charity tennis event,” the representative said in a statement to the Guardian over the weekend.",Any contact Richard Joan Branson Epstein took place occasion year ago limited group business setting charity tennis event representative said statement Guardian weekend
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“Richard believes that Epstein’s actions were abhorrent and supports the right to justice for his many victims,” the statement added.",Richard belief Epstein action abhorrent support right justice many victim statement added
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Files show emails between head of LA Olympics committee and Ghislaine Maxwell  Emails from 2003 between Casey Wasserman, head of the Los Angeles Olympics organizing committee, and Ghislaine Maxwell – who is serving a 20-year prison sentence for sex-trafficking crimes – appeared in the files.",Files show email head Olympics committee Ghislaine Maxwell Emails 2003 Casey Wasserman head Los Angeles Olympics organizing committee Ghislaine Maxwell serving 20-year prison sentence sex-trafficking crime appeared file
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,The exchanges include a message from Wasserman telling Maxwell: “I think of you all the time.,The exchange include message Wasserman telling Maxwell think time
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"So, what do I have to do to see you in a tight leather outfit?”  In an April 2003 email, sent to Wasserman, who was married at the time, Maxwell offered to give him a massage that can “drive a man wild”.",see tight leather outfit April 2003 email sent Wasserman married time Maxwell offered give massage drive man wild
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Wasserman said on Saturday he “deeply regrets” his “correspondence with Ghislaine Maxwell,” which he said took place “long before her horrific crimes came to light”.",Wasserman said Saturday deeply regret correspondence Ghislaine Maxwell said took place long horrific crime came light
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“I never had a personal or business relationship with Jeffrey Epstein,” he added.",never personal business relationship Jeffrey Epstein added
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“As is well documented, I went on a humanitarian trip as part of a delegation with the Clinton Foundation in 2002 on the Epstein plane.",well documented went humanitarian trip part delegation Clinton Foundation 2002 Epstein plane
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"New York Giants co-owner Steve Tisch exchanged emails with Epstein  Tisch was mentioned several hundred times in files released on Friday, and in some emails exchanges from 2013 it appears that Epstein connected Tisch to several women.",New York Giants co-owner Steve Tisch exchanged email Epstein Tisch mentioned several hundred time file released Friday email exchange 2013 appears Epstein connected Tisch several woman
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In a statement, Tisch said that he and Epstein had “a brief association where we exchanged emails about adult women, and in addition we discussed movies, philanthropy and investments”.",statement Tisch said Epstein brief association exchanged email adult woman addition discussed movie philanthropy investment
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“I did not take him up on any of his invitations and never went to his island,” he added.",take invitation never went island added
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"“As we all know now, he was a terrible person and someone I deeply regret associating with.”  9.",know terrible person someone deeply regret associating with.
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Files shed new light on relationship between Epstein and Peter Mandelson  Bank records appear to show three separate payments of $25,000 from Epstein’s JP Morgan bank accounts referencing Mandelson, and separate documents appear to indicate that Epstein sent thousands of pounds to Mandelson’s husband after Epstein’s release from prison in 2009.","Files shed new light relationship Epstein Peter Mandelson Bank record appear show three separate payment 25,000 Epstein Morgan bank account referencing Mandelson separate document appear indicate Epstein sent thousand pound Mandelson husband Epstein release prison 2009"
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"Contacted about the bank statements, Mandelson said: “I have no record and no recollection of receiving these sums and do not know if the documents are authentic.”  The files also include an image of Mandelson in his underwear standing next to a woman whose face is redacted.",Contacted bank statement Mandelson said record recollection receiving sum know document authentic. The file also include image Mandelson underwear standing next woman whose face redacted
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In response, Mandelson has said that he “cannot place the location or the woman and I cannot think what the circumstances were”.",response Mandelson said place location woman think circumstance
Key takeawaysNewly released Jeffrey Epstein files: 10 key takeaways so far,"In a statement, Mandelson reiterated that he had been wrong to believe Epstein and continue his association with him, adding: “I deeply regret doing so and apologise unequivocally to the women and girls who suffered.”",statement Mandelson reiterated wrong believe Epstein continue association adding deeply regret apologise unequivocally woman girl suffered
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"A federal judge has blocked the Trump administration from stripping temporary protected status from up to 350,000 Haitians, a status that allows them to legally live and work in the United States amid the turmoil in their homeland.","federal judge blocked Trump administration stripping temporary protected status 350,000 Haitians status allows legally live work United States amid turmoil homeland"
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"Judge Ana Reyes issued a temporary stay that prevents Kristi Noem, the US homeland security secretary, from implementing her decision to remove the status known as TPS, which was scheduled to expire on Tuesday.",Judge Ana Reyes issued temporary stay prevents Kristi Noem homeland security secretary implementing decision remove status known TPS scheduled expire Tuesday
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"Reyes notes that Noem, in announcing her decision to revoke TPS for Haitians, referred to those seeking refuge in the US as “killers, leeches, or entitlement junkies”.",Reyes note Noem announcing decision revoke TPS Haitians referred seeking refuge killer leech entitlement junky
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"She then notes that the plaintiffs who asked her to block the order, five Haitian TPS holders, “are not, it emerges, ‘killers, leeches, or entitlement junkies’”.",She note plaintiff asked block order five Haitian TPS holder emerges killer leech entitlement junky
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"“They are instead: Fritz Emmanuel Lesly Miot, a neuroscientist researching Alzheimer’s disease; Rudolph Civil, a software engineer at a national bank; Marlene Gail Noble, a laboratory assistant in a toxicology department; Marica Merline Laguerre, a college economics major; and Vilbrun Dorsainvil, a full-time registered nurse”, the judge added.",They instead Fritz Emmanuel Lesly Miot neuroscientist researching Alzheimer disease Rudolph Civil software engineer national bank Marlene Gail Noble laboratory assistant toxicology department Marica Merline Laguerre college economics major Vilbrun Dorsainvil full-time registered nurse judge added
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,Reyes said in an accompanying 83-page opinion that plaintiffs were likely to prevail on the merits of the case and that she found it “substantially likely” that Noem preordained her termination decision because of “hostility to nonwhite immigrants”.,Reyes said accompanying 83-page opinion plaintiff likely prevail merit case found substantially likely Noem preordained termination decision hostility nonwhite immigrant
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"“During the stay, the Termination shall be null, void, and of no legal effect,” the judge said in her two-page order, adding that for now, the termination has no bearing on their ability to work and to be protected from detention and deportation.",During stay Termination shall null void legal effect judge said two-page order adding termination bearing ability work protected detention deportation
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"Temporary protected status can be granted by the homeland security secretary if conditions in home countries are deemed unsafe for return due to a natural disaster, political instability or other dangers.",Temporary protected status granted homeland security secretary condition home country deemed unsafe return due natural disaster political instability danger
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"While it grants TPS holders the right to live and work in the US, it does not provide a legal pathway to citizenship.",While grant TPS holder right live work provide legal pathway citizenship
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"The Trump administration has aggressively sought to remove the protection, making more people eligible for deportation.",The Trump administration aggressively sought remove protection making people eligible deportation
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"The moves are part of the administration’s wider, mass deportation effort.",The move part administration wider mass deportation effort
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"In addition to the migrants from Haiti, Noem has terminated protections for about 600,000 Venezuelans, 60,000 people from Honduras, Nicaragua and Nepal, more than 160,000 Ukrainians and thousands of people from Afghanistan and Cameroon.","addition migrant Haiti Noem terminated protection 600,000 Venezuelans 60,000 people Honduras Nicaragua Nepal 160,000 Ukrainians thousand people Afghanistan Cameroon"
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,Haiti’s TPS status was initially activated in 2010 after a catastrophic earthquake and has been extended multiple times.,Haiti TPS status initially activated 2010 catastrophic earthquake extended multiple time
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,The country is racked by gang violence that has displaced hundreds of thousands of people.,The country racked gang violence displaced hundred thousand people
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"While the Department of Homeland Security said conditions in Haiti had improved, lawyers for the plaintiffs argue the situation remains dire.",While Department Homeland Security said condition Haiti improved lawyer plaintiff argue situation remains dire
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"“If the termination stands, people will almost certainly die,” attorneys for Haitian TPS holders wrote in a court filing in December.",termination stand people almost certainly die attorney Haitian TPS holder wrote court filing December
Full reportJudge blocks Trump administration’s stripping of Haitians’ protected status,"“Some will likely be killed, others will likely die from disease, and yet others will likely starve to death.”  The Associated Press contributed reporting",Some likely killed others likely die disease yet others likely starve death. The Associated Press contributed reporting
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"Donald Trump has announced the creation of a critical mineral reserve worth nearly $12bn, a stockpile that could counter China’s ability to use its dominance of the hard-to-process metals as leverage in trade talks.",Donald Trump announced creation critical mineral reserve worth nearly 12bn stockpile could counter China ability use dominance hard-to-process metal leverage trade talk
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"“Today we’re launching what will be known as Project Vault to ensure that American businesses and workers are never harmed by any shortage,” Trump said at the White House on Monday.",Today launching known Project Vault ensure American business worker never harmed shortage Trump said White House Monday
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"He compared it to the Strategic Petroleum Reserve (SPR), which was created in the 1970s when an Arab oil embargo led to a disruptive shortage of gas.",compared Strategic Petroleum Reserve SPR created 1970s Arab oil embargo led disruptive shortage gas
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"The US secretary of the interior, Doug Burgum, said 11 additional countries would be announced for the initiative later this week.",The secretary interior Doug Burgum said additional country would announced initiative later week
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,The project will initially be funded by a $10bn loan from the US Export-Import Bank and nearly $1.67bn in private capital.,The project initially funded 10bn loan Export-Import Bank nearly 1.67bn private capital
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"The minerals kept in the reserve would help to shield the manufacturers of vehicles, electronics and other goods from any supply chain disruption.",The mineral kept reserve would help shield manufacturer vehicle electronics good supply chain disruption
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"During trade talks last year spurred by Trump’s tariffs, China restricted the exporting of rare earths that were needed for jet engines, radar systems, electric vehicles, laptops and phones.",During trade talk last year spurred Trump tariff China restricted exporting rare earth needed jet engine radar system electric vehicle laptop phone
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"“We don’t want to ever go through what we went through a year ago,” Trump said in an apparent reference to the showdown with China, adding that, ultimately, “it did work out”.",want ever went year ago Trump said apparent reference showdown China adding ultimately work
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,The president said he expected the government to make a profit from the loan being used to start the reserve.,The president said expected government make profit loan used start reserve
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,China controls about 70% of the world’s rare earths mining and 90% of global rare earths processing.,China control world rare earth mining global rare earth processing
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"That gave it a chokehold on the sector that has caused the US to nurture alternative sources of the elements, creating a stockpile similar to the national reserve for petroleum.",That gave chokehold sector caused nurture alternative source element creating stockpile similar national reserve petroleum
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"The strategic reserve is expected to be the highlight of a ministerial meeting on critical minerals that the secretary of state, Marco Rubio, will host at the state department on Wednesday.",The strategic reserve expected highlight ministerial meeting critical mineral secretary state Marco Rubio host state department Wednesday
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"Vice-president JD Vance plans to deliver a keynote address at the meeting, which officials from several dozen European, African and Asian nations plan to attend.",Vice-president Vance plan deliver keynote address meeting official several dozen European African Asian nation plan attend
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,The meeting is also expected to include the signing of several bilateral agreements to improve and coordinate supply chain logistics.,The meeting also expected include signing several bilateral agreement improve coordinate supply chain logistics
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,The state department said in its statement announcing the meeting that the gathering “will create momentum for collaboration” among the participants to secure access to rare earths.,The state department said statement announcing meeting gathering create momentum collaboration among participant secure access rare earth
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,The government-backed loan funding the reserve would be for a period of 15 years.,The government-backed loan funding reserve would period year
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"The US government has previously taken stakes in the rare earths miner MP Materials, as well as providing financial backing to the companies Vulcan Elements and USA Rare Earth.",The government previously taken stake rare earth miner Materials well providing financial backing company Vulcan Elements USA Rare Earth
Project VaultTrump unveils $12bn critical minerals reserve in apparent move to counter China’s dominance,"Trump announced the reserve with General Motors CEO Mary Barra and mining industry billionaire Robert Friedland in the Oval Office, along with other members of his administration and congressional leaders.",Trump announced reserve General Motors CEO Mary Barra mining industry billionaire Robert Friedland Oval Office along member administration congressional leader
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,Donald Trump claimed India has agreed to stop buying Russian oil as he announced plans to cut US tariffs on Indian exports.,Donald Trump claimed India agreed stop buying Russian oil announced plan cut tariff Indian export
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"The US president announced that he and the Indian prime minister, Narendra Modi, whom he proclaimed to be “one of my greatest friends”, had agreed to strike a trade deal.",The president announced Indian prime minister Narendra Modi proclaimed one greatest friend agreed strike trade deal
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"While full details have yet to be disclosed, Trump claimed that India – the second largest purchaser of Russian crude – had agreed to stop buying Russian oil, after many months of pressure from the US.",While full detail yet disclosed Trump claimed India second largest purchaser Russian crude agreed stop buying Russian oil many month pressure
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"After a call with Modi on Monday, Trump wrote on his Truth Social platform: “This will help END THE WAR in Ukraine, which is taking place right now, with thousands of people dying each and every week!”  Modi hailed the “wonderful” news on tariffs in a post on X, formerly Twitter, but did not explicitly mention his country’s oil purchases.",After call Modi Monday Trump wrote Truth Social platform This help END THE WAR Ukraine taking place right thousand people dying every week Modi hailed wonderful news tariff post formerly Twitter explicitly mention country oil purchase
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"India, which relies heavily on oil imports from overseas to cover the vast majority of its demand, has imported cheaper Russian oil in recent years, as much of the western world sought to cut economic ties with Moscow following the 2022 invasion of Ukraine.",India relies heavily oil import overseas cover vast majority demand imported cheaper Russian oil recent year much western world sought cut economic tie Moscow following 2022 invasion Ukraine
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,Trump claimed that India had committed to buying more oil from the United States and “potentially” Venezuela after agreeing to “stop buying Russian Oil”.,Trump claimed India committed buying oil United States potentially Venezuela agreeing stop buying Russian Oil
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"US tariffs on Indian exports are set to fall from 25% to 18%, the president said, claiming that India would “likewise move forward to reduce their Tariffs and Non Tariff Barriers against the United States, to ZERO”.",tariff Indian export set fall president said claiming India would likewise move forward reduce Tariffs Non Tariff Barriers United States ZERO
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"An additional 25% US tariff on India, leveled by Trump last summer over its purchases, is also expected to be shelved.",additional tariff India leveled Trump last summer purchase also expected shelved
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"“President Trump’s leadership is vital for global peace, stability, and prosperity,” said Modi.",President Trump leadership vital global peace stability prosperity said Modi
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"“India fully supports his efforts for peace.”  The Russian president, Vladimir Putin, flew to India in December and declared that his country stood ready to continue “uninterrupted” shipments of oil to India.",India fully support effort peace. The Russian president Vladimir Putin flew India December declared country stood ready continue uninterrupted shipment oil India
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,Both Putin and Modi stressed at the time that their ties were “resilient to external pressure”.,Both Putin Modi stressed time tie resilient external pressure
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,But India has started to cut back on its oil purchases from Russia.,But India started cut back oil purchase Russia
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"In January, they were about 1.2m barrels per day, according to a Reuters report, and projected to decline to about 1m bpd in February and 800,000 bpd in March.","January 1.2m barrel per day according Reuters report projected decline bpd February 800,000 bpd March"
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"Trump also claimed on Monday that Modi had pledged to buy more than $500bn worth of US energy, technology, agricultural and other products.",Trump also claimed Monday Modi pledged buy 500bn worth energy technology agricultural product
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,“Our amazing relationship with India will be even stronger going forward.,Our amazing relationship India even stronger going forward
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,"Prime Minister Modi and I are two people that GET THINGS DONE, something that cannot be said for most,” he wrote.",Prime Minister Modi two people GET THINGS DONE something said wrote
Trump administrationTrump says he will cut tariffs on India after Modi agrees to stop buying Russian oil,“Thank you for your attention to this matter!”  Reuters contributed reporting,Thank attention matter Reuters contributed reporting
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Donald Trump has been accused of “corruption, plain and simple” after it was revealed that a member of the Emirati royal family was behind a $500m investment into the Trump family’s cryptocurrency company.",Donald Trump accused corruption plain simple revealed member Emirati royal family behind 500m investment Trump family cryptocurrency company
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Ethics experts say the deal – struck just days before the US president’s inauguration last January – amounts to a deep conflict of interest for the White House, amid calls for a congressional investigation into the transaction.",Ethics expert say deal struck day president inauguration last January amount deep conflict interest White House amid call congressional investigation transaction
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Months after the deal, the Trump administration announced that the United Arab Emirates would be allowed to import 500,000 of Nvidia’s powerful AI chips – overriding concerns that the deal could eventually allow China access to the technology.","Months deal Trump administration announced United Arab Emirates would allowed import 500,000 Nvidia powerful chip overriding concern deal could eventually allow China access technology"
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"The January 2025 investment was backed by Sheikh Tahnoon bin Zayed Al Nahyan, a powerful official in the UAE government.",The January 2025 investment backed Sheikh Tahnoon bin Zayed Nahyan powerful official UAE government
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Tahnoon is the brother of the country’s president, and serves as both national security adviser and chair of the Emirates’ $1.5tn wealth fund.",Tahnoon brother country president serf national security adviser chair Emirates 1.5tn wealth fund
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Donald Sherman, president of the Citizens for Responsibility and Ethics in Washington, a powerful government watchdog group, said the deal is a “blatant, disgraceful conflict of interest and a possible violation of the Constitution’s Federal Emoluments Clause”.",Donald Sherman president Citizens Responsibility Ethics Washington powerful government watchdog group said deal blatant disgraceful conflict interest possible violation Constitution Federal Emoluments Clause
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"“Thanks to this latest monetization of the White House, the American people will have to question whether Trump administration policies affecting the UAE … are in the best interest of the public and American workers, or a foreign nation that padded the president’s bottom line,” Sherman said.",Thanks latest monetization White House American people question whether Trump administration policy affecting UAE best interest public American worker foreign nation padded president bottom line Sherman said
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Four days before inauguration, Tahnoon’s emissaries agreed to acquire a 49% stake in World Liberty Financial, a cryptocurrency company co-owned by the Trump family, for half a billion dollars, according to the Wall Street Journal, which first reported on the deal.",Four day inauguration Tahnoon emissary agreed acquire stake World Liberty Financial cryptocurrency company co-owned Trump family half billion dollar according Wall Street Journal first reported deal
Donald TrumpTrump faces criticism as ‘beyond unprecedented’ UAE crypto deal raises conflict of interest fears,"Documents seen by the Journal indicate that Tahnoon paid the Trump family and entities affiliated with Steve Witkoff, co-founder of World Liberty and Trump’s envoy to the Middle East, half of the investment up front, with $187m going to Trump entities, and $31m going to Witkoff’s.",Documents seen Journal indicate Tahnoon paid Trump family entity affiliated Steve Witkoff co-founder World Liberty Trump envoy Middle East half investment front 187m going Trump entity 31m going Witkoff
