tokens,labels,labels_encoded
"['“', 'No', 'other', 'victim', 'described', 'being', 'directed', 'by', 'either', 'Epstein', 'or', 'Maxwell', 'to', 'engage', 'in', 'sexual', 'activity', 'with', 'any', 'other', 'men.', '”', 'The', '“', 'closest', '”', 'anecdote', 'to', 'being', 'lent', 'out', ',', 'the', 'memo', 'said', ',', 'involved', 'Weinstein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28]"
"['Attorneys', 'for', 'Epstein', '’', 's', 'victims', 'tell', 'the', 'Guardian', 'they', 'believe', 'Epstein', 'provided', 'teen', 'girls', 'and', 'young', 'women', 'to', 'others', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 10, 28, 28, 28, 28, 28, 9, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['“', 'It', 'is', 'without', 'question', 'that', 'a', 'significant', 'piece', 'of', 'Epstein', 'and', 'Maxwell', '’', 's', 'vast', 'sex-trafficking', 'operation', 'was', 'to', 'provide', 'young', 'women', 'and', 'girls', 'to', 'other', 'wealthy', 'and', 'powerful', 'individuals', ',', '”', 'said', 'Sigrid', 'McCawley', ',', 'a', 'managing', 'partner', 'at', 'Boies', 'Schiller', 'Flexner', 'and', 'longtime', 'attorney', 'representing', 'Epstein', 'survivors', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 10, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 9, 22, 22, 28, 28, 28, 28, 10, 28, 28]"
"['“', 'This', 'practice', 'gave', 'Epstein', 'and', 'Maxwell', 'control', 'and', 'power', 'over', 'individuals', 'who', 'were', 'implicated', 'in', 'the', 'sex', 'trafficking.', '”', 'Jennifer', 'Freeman', 'of', 'Marsh', 'Law', ',', 'who', 'represents', 'Maria', 'Farmer', ',', 'said', 'that', '“', 'at', 'this', 'point', ',', 'we', 'have', 'more', 'questions', 'than', 'answers.', '”', '“', 'Where', 'is', 'the', 'rest', 'of', 'Maria', 'Farmer', '’', 's', 'FBI', 'file', '?']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'B-ORG', 'O', 'O']","[28, 28, 28, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 9, 22, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 28, 9, 28, 28]"
"['Where', 'are', 'the', 'records', 'of', 'complaints', 'that', 'so', 'many', 'other', 'women', 'made', 'to', 'FBI', 'and', 'how', 'the', 'FBI', 'investigated', 'those', 'complaints', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 9, 28, 28, 28, 28]"
"['And', 'why', 'is', 'the', 'DoJ', 'hiding', 'the', 'names', 'of', 'perpetrators', 'while', 'exposing', 'survivors', '?', '”', 'Freeman', 'said', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']","[28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28]"
"['And', 'Spencer', 'Kuvin', 'of', 'Goldlaw', ',', 'who', 'has', 'represented', 'numerous', 'Epstein', 'victims', ',', 'said', ':', '“', 'We', 'know', 'for', 'certain', 'from', 'direct', 'testimony', 'of', 'victims', 'that', 'Epstein', 'provided', 'girls', 'to', 'other', 'famous', 'and', 'notable', 'people', '.']","['O', 'B-PERSON', 'I-PERSON', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 10, 23, 28, 9, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Usually', 'these', 'were', 'favors', 'with', 'the', 'hope', 'that', 'he', 'would', 'get', 'something', 'in', 'return', 'from', 'these', 'people.', '”', '“', 'The', 'recent', 'documents', 'only', 'confirm', 'what', 'the', 'victims', 'have', 'been', 'saying', 'all', 'along', ',', '”', 'he', 'also', 'said', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['“', 'The', 'absence', 'of', 'a', 'formal', '‘', 'client', 'list', '’', 'is', 'not', 'the', 'same', 'thing', 'as', 'proof', 'that', 'no', 'third', 'parties', 'participated', '.', '”']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 8, 28, 28, 28, 28]"
"['FBI', 'agents', 'investigating', 'David', 'Copperfield', 'in', '2007', 'said', 'that', '“', 'a', 'clear', 'connection', '”', 'existed', 'between', 'the', 'famous', 'illusionist', 'and', 'Jeffrey', 'Epstein', ',', 'according', 'to', 'documents', 'released', 'by', 'the', 'Department', 'of', 'Justice', 'last', 'week', 'in', 'the', 'latest', 'tranche', 'of', 'the', 'Epstein', 'files', '.']","['B-ORG', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']","[9, 28, 28, 10, 23, 28, 1, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 1, 16, 28, 28, 28, 28, 28, 28, 10, 28, 28]"
"['A', '2007', 'FBI', 'memo', 'by', 'agents', 'in', 'Seattle', 'said', 'further', 'investigation', 'of', 'this', '“', 'connection', '”', 'was', 'needed', 'to', '“', 'to', 'determine', 'if', 'they', '[', 'Copperfield', 'and', 'Epstein', ']', 'both', 'shared', 'a', 'predilection', 'for', 'minors', '”', 'and', '“', 'if', 'they', 'engaged', 'in', 'referring', 'possible', 'victims', 'to', 'each', 'other', '”', '.']","['O', 'B-DATE', 'B-ORG', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 1, 9, 28, 28, 28, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'FBI', '’', 's', 'two-year', 'investigation', 'into', 'Copperfield', 'started', 'in', '2007', 'after', 'a', 'Seattle', 'woman', 'named', 'Lacey', 'Carroll', ',', 'who', 'had', 'met', 'Copperfield', 'after', 'attending', 'one', 'of', 'his', 'shows', ',', 'alleged', 'he', 'had', 'raped', 'and', 'sexually', 'assaulted', 'her', 'on', 'his', 'private', 'Bahamian', 'island', ',', 'called', 'Musha', 'Cay', ',', 'after', 'luring', 'her', 'there', 'on', 'the', 'promise', 'of', 'modeling', 'and', 'promotional', 'work', '.']","['O', 'B-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-DATE', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-ORG', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 9, 28, 5, 28, 28, 28, 10, 28, 28, 1, 28, 28, 5, 28, 28, 10, 23, 28, 28, 28, 9, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 7, 28, 28, 28, 5, 19, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'investigation', 'was', 'dropped', 'around', 'January', '2010', 'and', 'Copperfield', 'was', 'never', 'charged', 'in', 'relation', 'to', 'Carroll', '’', 's', 'rape', 'allegation', 'or', 'any', 'other', 'sexual', 'misconduct', '.']","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 1, 16, 28, 10, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['In', 'an', 'interview', 'with', 'Oprah', 'filmed', 'on', 'Musha', 'Cay', 'in', '2012', ',', 'Copperfield', 'claimed', 'he', 'had', 'not', 'only', 'been', 'exonerated', 'but', 'was', 'a', 'victim', 'in', 'the', 'case', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 10, 28, 28, 5, 19, 28, 1, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Lawyers', 'for', 'Copperfield', 'did', 'not', 'reply', 'to', 'questions', 'about', 'the', 'newly', 'released', 'files', '.']","['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['In', '2024', ',', 'Copperfield', '’', 's', 'lawyers', 'told', 'the', 'Guardian', 'that', 'he', '“', 'was', 'not', 'a', 'friend', 'of', 'Jeffrey', 'Epstein', '”', '.']","['O', 'B-DATE', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O']","[28, 1, 28, 10, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 28]"
"['They', 'said', 'any', 'suggestion', 'Copperfield', 'was', 'friends', 'with', 'Epstein', '“', 'is', 'totally', 'false', 'and', 'a', 'mischaracterization', 'made', 'by', 'the', 'media', '”', 'and', 'that', 'he', 'and', 'Epstein', 'were', '“', 'at', 'most', ',', 'acquaintances', '”', 'who', 'only', 'met', 'on', 'a', '“', 'handful', '”', 'of', 'occasions', '.']","['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 10, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 28, 28, 28, 28]"
"['Copperfield', 'has', 'repeatedly', 'denied', 'ever', 'engaging', 'in', 'sexual', 'misconduct', 'or', 'inappropriate', 'behavior', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'new', 'tranche', 'of', 'documents', 'released', 'last', 'week', 'reveal', 'new', 'details', 'about', 'the', 'FBI', '’', 's', 'investigation', 'of', 'Copperfield', ',', 'and', 'discussions', 'that', 'were', 'held', 'between', 'law', 'enforcement', 'officials', 'who', 'were', 'investigating', 'Copperfield', 'and', 'officials', 'investigating', 'Epstein', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O']","[28, 28, 28, 28, 28, 28, 1, 16, 28, 28, 28, 28, 28, 9, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 10, 28, 28, 28, 10, 28]"
"['In', 'the', 'FBI', '’', 's', '12', 'December', '2007', 'memo', ',', 'Seattle', 'agents', 'expressed', 'concerns', 'to', 'counterparts', 'in', 'Miami', 'about', 'Epstein-related', 'evidence', 'that', 'could', 'be', 'relevant', 'to', 'their', 'investigation', 'of', 'Copperfield', '.']","['O', 'O', 'B-ORG', 'O', 'B-LOC', 'B-CARDINAL', 'B-DATE', 'I-DATE', 'O', 'O', 'B-LOC', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']","[28, 28, 9, 28, 5, 0, 1, 16, 28, 28, 5, 28, 7, 28, 28, 28, 28, 5, 28, 7, 21, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28]"
"['The', 'investigation', ',', 'the', 'agents', 'said', ',', 'had', 'identified', '“', 'a', 'number', 'of', 'potential', 'witnesses', '”', 'who', 'they', 'believed', 'lived', 'in', 'Miami', 'and', 'may', 'have', 'had', 'a', 'relationship', 'with', 'or', 'worked', 'for', 'Copperfield', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28]"
"['Two', 'of', 'these', 'potential', 'witnesses', ',', 'they', 'noted', ',', 'were', 'women', 'who', '“', 'are', 'or', 'may', 'be', 'witnesses', '”', 'in', 'the', 'Epstein', 'investigation', 'in', 'Miami', ',', 'including', 'one', 'who', 'had', 'said', 'Epstein', '“', 'groomed', '”', 'her', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 5, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28]"
"['The', 'FBI', 'was', 'interested', 'in', 'interviewing', 'the', 'two', 'women', 'because', 'both', 'were', 'named', 'in', 'Copperfield', '’', 's', '“', 'business', 'list', '”', ',', 'which', 'the', 'agents', 'said', '“', 'appears', 'to', 'be', 'a', 'compilation', 'of', 'females', 'that', 'he', 'targeted', 'for', 'sexual', 'conquest', '”', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 9, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'agents', 'said', 'that', 'the', 'entries', 'in', 'Copperfield', '’', 's', 'business', 'list', 'noted', 'that', 'the', 'two', 'women', 'were', '“', 'Jeff', 'Epstein', 'guestf', '[', 'sic', ']', '”', 'and', 'that', '“', 'he', '”', '–', 'a', 'likely', 'reference', 'to', 'Epstein', '–', 'said', 'that', 'one', 'of', 'the', 'women', 'was', '“', 'not', 'loyal', ',', 'doesn', '’', 't', 'play', 'the', 'game', '”', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 23, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'memo', 'said', 'evidence', 'seized', 'from', 'Copperfield', '’', 's', 'residence', 'and', 'warehouse', 'and', 'at', 'the', 'MGM', 'Grand', 'Hollywood', 'Theater', ',', 'where', 'he', 'performs', ',', 'also', 'showed', 'a', '“', 'number', 'of', 'occasions', '”', 'when', 'Copperfield', 'provided', 'complimentary', 'tickets', 'to', 'Epstein', 'and', 'his', 'guests', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']","[28, 28, 28, 10, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 9, 22, 22, 22, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 10, 28, 28, 28, 28]"
"['The', 'memo', 'said', 'that', ',', 'following', 'raids', 'on', 'Copperfield', '’', 's', 'properties', ',', 'there', 'appeared', 'to', 'be', 'a', '“', '13-year', 'gap', '”', 'in', 'Copperfield', '’', 's', 'records', ',', 'which', 'were', 'seized', 'by', 'federal', 'agents', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'memo', 'said', 'investigators', 'had', 'not', 'located', '“', 'hard', 'copy', 'files', '”', 'for', 'the', 'period', 'from', '1993', 'to', '2005', ',', 'which', ',', 'agents', 'noted', ',', 'was', 'the', 'timespan', 'when', 'Epstein', 'would', 'have', '“', 'likely', 'become', 'aware', 'of', 'the', 'investigation', 'into', 'his', 'alleged', 'sexual', 'misconduct', '”', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 1, 28, 1, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]"
"['The', 'FBI', 'wanted', 'to', 'conduct', 'the', 'interviews', 'in', 'Miami', ',', 'agents', 'said', ',', 'to', 'glean', 'more', 'about', 'whether', 'the', 'relationship', 'between', 'Epstein', 'and', 'Copperfield', '“', 'included', 'illegal', 'activities', '”', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']","[28, 9, 28, 28, 28, 28, 28, 28, 5, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28]"
"['“', 'If', 'such', 'a', 'relationship', 'existed', 'there', 'is', 'a', 'significant', 'and', 'legitimate', 'concern', 'regarding', 'the', 'preservation', 'of', 'evidence', 'currently', 'being', 'held', 'by', 'the', 'Miami', 'division', 'and', 'Epstein', '’', 's', 'defense', 'counsel', 'in', 'regards', 'to', 'the', 'investigation', 'of', 'Epstein.', '”', 'In', 'a', 'separate', '5', 'September', '2008', 'email', ',', 'the', 'then', 'assistant', 'US', 'attorney', 'in', 'Seattle', ',', 'Susan', '“', 'Susie', '”', 'Roe', '–', 'the', 'most', 'senior', 'prosecutor', 'on', 'the', 'Copperfield', 'investigation', '–', 'asked', 'Ann', 'Marie', 'Villafaña', ',', 'the', 'assistant', 'US', 'attorney', 'in', 'Florida', 'who', 'worked', 'on', 'the', 'Epstein', 'case', ',', 'for', 'a', 'copy', 'of', 'Epstein', '’', 's', 'controversial', 'plea', 'deal', ',', 'in', 'which', 'he', 'pled', 'guilty', 'to', 'one', 'count', 'of', 'soliciting', 'prostitution', 'from', 'a', 'minor', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'B-CARDINAL', 'B-DATE', 'I-DATE', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']","[28, 28, 28, 10, 28, 10, 28, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 28, 28, 5, 28, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 10, 28, 0, 1, 16, 10, 28, 28, 28, 28, 5, 28, 28, 5, 28, 10, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 28, 10, 28, 10, 28, 28, 28, 5, 28, 28, 3, 28, 28, 28, 28, 10, 28, 28, 28, 10, 28, 28, 10, 28, 10, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28]"
"['“', 'Do', 'you', 'think', 'he', 'would', 'ever', 'talk', 'about', 'Copperfield', '?', '”', 'Roe', 'asked', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'O']","[28, 28, 28, 28, 28, 28, 28, 28, 28, 10, 28, 28, 10, 28, 28]"
